application_id,destination_country,visa_type,nationality,application_date,decision_date,processing_time_days,visa_status,processing_center,biometric_required,interview_required,application_mode
VISA001290,USA,Visiting,Nigeria,2022-07-28,2022-10-20,84,Rejected,Shanghai,No,No,Online
VISA001291,Australia,Tourist,Nigeria,2023-06-10,2023-08-09,60,Approved,Shanghai,Yes,No,Online
VISA001292,USA,Tourist,Bangladesh,2023-06-05,2023-08-16,72,Rejected,Sao Paulo,Yes,Yes,Online
VISA001293,Australia,Visiting,India,2023-07-06,2023-08-15,40,Approved,Bengaluru,No,No,Online
VISA001294,Australia,Tourist,Nigeria,2022-08-25,2022-10-09,45,Approved,Sao Paulo,Yes,Yes,Online
VISA001295,UK,Student,Brazil,2022-10-08,2022-12-06,59,Approved,Chennai,Yes,No,Online
VISA001296,Australia,Work,Philippines,2022-12-25,2023-02-20,57,Approved,Mumbai,Yes,No,Offline
VISA001297,Australia,Visiting,Bangladesh,2022-07-20,2022-09-03,45,Approved,Dhaka,No,No,Offline
VISA001298,UK,Student,China,2022-10-05,2023-01-04,91,Rejected,Mumbai,Yes,No,Online
VISA001299,USA,Visiting,China,2022-08-23,2022-10-19,57,Approved,Dhaka,Yes,No,Offline
VISA001300,Canada,Visiting,India,2023-05-09,2023-06-26,48,Approved,Shanghai,Yes,Yes,Online
VISA001301,Canada,Tourist,Brazil,2022-01-04,2022-03-02,57,Approved,Manila,Yes,Yes,Online
VISA001302,Canada,Tourist,Nigeria,2023-10-28,2023-12-22,55,Approved,Mumbai,Yes,Yes,Online
VISA001303,USA,Student,China,2023-03-18,2023-05-14,57,Approved,Sao Paulo,Yes,Yes,Online
VISA001304,Australia,Visiting,India,2022-01-29,2022-03-01,31,Approved,Chennai,Yes,No,Online
VISA001305,Canada,Tourist,Philippines,2022-04-19,2022-07-02,74,Rejected,Chennai,Yes,Yes,Online
VISA001306,USA,Tourist,Brazil,2023-09-02,2023-11-16,75,Rejected,Bengaluru,Yes,Yes,Online
VISA001307,Australia,Visiting,Brazil,2023-12-28,2024-03-14,77,Rejected,Chennai,Yes,Yes,Offline
VISA001308,UK,Student,India,2022-03-16,2022-05-14,59,Approved,Chennai,No,No,Online
VISA001309,Canada,Student,India,2022-05-26,2022-07-29,64,Approved,Manila,No,Yes,Online
VISA001310,Australia,Visiting,Nigeria,2022-05-08,2022-06-19,42,Approved,Sao Paulo,Yes,Yes,Offline
VISA001311,Canada,Student,India,2022-02-11,2022-04-19,67,Rejected,Shanghai,No,Yes,Offline
VISA001312,Canada,Tourist,Nigeria,2022-12-22,2023-02-18,58,Approved,Chennai,Yes,No,Online
VISA001313,Canada,Visiting,Nigeria,2022-02-10,2022-03-30,48,Approved,Shanghai,No,Yes,Online
VISA001314,Australia,Tourist,Bangladesh,2022-02-03,2022-04-11,67,Rejected,Manila,Yes,No,Online
VISA001315,USA,Work,Brazil,2022-01-17,2022-03-26,68,Rejected,Chennai,Yes,Yes,Online
VISA001316,Australia,Work,Philippines,2023-11-08,2024-01-02,55,Approved,Bengaluru,Yes,Yes,Online
VISA001317,Canada,Student,Brazil,2022-06-02,2022-08-02,61,Approved,Mumbai,Yes,No,Online
VISA001318,Australia,Work,Brazil,2023-01-13,2023-02-21,39,Approved,Beijing,No,Yes,Offline
VISA001319,UK,Tourist,Bangladesh,2023-08-11,2023-10-23,73,Rejected,Abuja,Yes,Yes,Online
VISA001320,USA,Work,Nigeria,2023-08-22,2023-10-02,41,Approved,Chennai,Yes,Yes,Offline
VISA001321,Australia,Tourist,Nigeria,2023-09-21,2023-11-04,44,Approved,Shanghai,Yes,Yes,Offline
VISA001322,UK,Student,India,2022-12-08,2023-02-01,55,Approved,Abuja,No,Yes,Offline
VISA001323,USA,Student,Bangladesh,2022-01-27,2022-04-08,71,Rejected,Dhaka,Yes,Yes,Online
VISA001324,UK,Tourist,India,2022-10-14,2022-12-24,71,Rejected,Chennai,Yes,Yes,Offline
VISA001325,USA,Work,Bangladesh,2023-10-08,2023-12-01,54,Approved,Beijing,No,Yes,Online
VISA001326,Australia,Student,India,2022-06-17,2022-08-22,66,Rejected,Manila,Yes,No,Online
VISA001327,UK,Visiting,China,2023-09-02,2023-10-01,29,Approved,Bengaluru,Yes,No,Online
VISA001328,Canada,Student,Brazil,2022-09-25,2022-11-08,44,Approved,Beijing,No,Yes,Online
VISA001329,UK,Work,Brazil,2023-03-31,2023-05-14,44,Approved,Shanghai,Yes,Yes,Offline
VISA001330,USA,Visiting,Philippines,2023-11-16,2024-01-28,73,Rejected,Manila,Yes,Yes,Offline
VISA001331,Australia,Work,Nigeria,2023-02-05,2023-04-10,64,Approved,Mumbai,Yes,Yes,Online
VISA001332,USA,Tourist,Philippines,2023-04-21,2023-06-17,57,Approved,Manila,No,Yes,Online
VISA001333,UK,Visiting,China,2023-12-03,2024-01-31,59,Approved,Chennai,Yes,Yes,Online
VISA001334,UK,Work,Philippines,2023-09-26,2023-12-13,78,Rejected,Abuja,No,Yes,Online
VISA001335,Canada,Visiting,Brazil,2023-07-12,2023-09-02,52,Approved,Abuja,No,Yes,Offline
VISA001336,Australia,Work,Nigeria,2023-07-30,2023-09-03,35,Approved,Shanghai,Yes,Yes,Online
VISA001337,Australia,Visiting,China,2022-05-10,2022-07-20,71,Rejected,Manila,No,No,Offline
VISA001338,UK,Work,Brazil,2022-12-29,2023-02-24,57,Approved,Beijing,Yes,Yes,Online
VISA001339,Australia,Tourist,India,2023-12-06,2024-02-13,69,Rejected,Shanghai,Yes,No,Online
VISA001340,Canada,Visiting,Bangladesh,2023-11-24,2024-01-17,54,Approved,Bengaluru,No,No,Online
VISA001341,USA,Visiting,China,2022-10-19,2022-11-30,42,Approved,Shanghai,No,Yes,Online
VISA001342,Australia,Visiting,Nigeria,2023-01-06,2023-03-08,61,Approved,Shanghai,Yes,Yes,Online
VISA001343,UK,Visiting,Philippines,2022-01-29,2022-03-25,55,Approved,Mumbai,Yes,Yes,Offline
VISA001344,USA,Tourist,Philippines,2022-05-29,2022-07-25,57,Approved,Chennai,Yes,Yes,Offline
VISA001345,USA,Visiting,China,2022-10-23,2023-01-10,79,Rejected,Mumbai,Yes,Yes,Online
VISA001346,Canada,Student,Nigeria,2022-01-11,2022-02-18,38,Approved,Abuja,Yes,No,Online
VISA001347,UK,Tourist,China,2023-05-27,2023-07-25,59,Approved,Abuja,Yes,Yes,Online
VISA001348,Australia,Student,Nigeria,2023-11-07,2023-12-19,42,Approved,Dhaka,Yes,Yes,Online
VISA001349,UK,Visiting,Philippines,2022-04-23,2022-05-09,16,Approved,Dhaka,Yes,No,Online
VISA001350,USA,Work,Brazil,2022-07-06,2022-08-29,54,Approved,Beijing,Yes,No,Online
VISA001351,UK,Student,India,2022-08-15,2022-10-09,55,Approved,Abuja,No,Yes,Offline
VISA001352,Australia,Visiting,Brazil,2022-11-06,2023-01-09,64,Approved,Mumbai,No,No,Online
VISA001353,Australia,Student,India,2022-04-08,2022-05-29,51,Approved,Bengaluru,Yes,Yes,Offline
VISA001354,Canada,Visiting,Philippines,2022-02-24,2022-03-28,32,Approved,Dhaka,Yes,Yes,Online
VISA001355,Australia,Visiting,Brazil,2023-09-15,2023-10-27,42,Approved,Manila,Yes,Yes,Offline
VISA001356,Australia,Visiting,Brazil,2023-10-26,2024-01-08,74,Rejected,Dhaka,Yes,Yes,Online
VISA001357,UK,Work,China,2023-02-10,2023-03-24,42,Approved,Abuja,Yes,No,Online
VISA001358,UK,Student,Bangladesh,2022-03-10,2022-05-27,78,Rejected,Shanghai,No,Yes,Offline
VISA001359,USA,Tourist,Philippines,2022-11-08,2023-01-17,70,Rejected,Chennai,Yes,Yes,Online
VISA001360,Canada,Tourist,Nigeria,2022-10-16,2022-12-05,50,Approved,Abuja,Yes,Yes,Online
VISA001361,UK,Tourist,Philippines,2023-07-02,2023-08-15,44,Approved,Shanghai,Yes,Yes,Online
VISA001362,Australia,Tourist,Nigeria,2022-05-28,2022-08-06,70,Rejected,Bengaluru,Yes,Yes,Offline
VISA001363,USA,Visiting,Nigeria,2023-04-12,2023-06-02,51,Approved,Bengaluru,Yes,Yes,Offline
VISA001364,UK,Student,India,2022-09-01,2022-10-02,31,Approved,Manila,No,No,Online
VISA001365,Canada,Student,Nigeria,2023-05-06,2023-07-08,63,Approved,Sao Paulo,Yes,Yes,Online
VISA001366,Canada,Work,Nigeria,2023-05-22,2023-07-22,61,Approved,Mumbai,Yes,Yes,Offline
VISA001367,USA,Student,China,2022-12-31,2023-03-13,72,Rejected,Chennai,Yes,Yes,Online
VISA001368,USA,Student,Brazil,2023-04-27,2023-06-26,60,Approved,Abuja,No,Yes,Online
VISA001369,USA,Student,Philippines,2022-07-20,2022-09-04,46,Approved,Abuja,Yes,Yes,Online
VISA001370,USA,Work,Philippines,2022-06-03,2022-08-16,74,Rejected,Sao Paulo,Yes,No,Online
VISA001371,USA,Tourist,Nigeria,2023-03-26,2023-06-09,75,Rejected,Manila,No,No,Online
VISA001372,Australia,Student,Bangladesh,2023-05-16,2023-07-13,58,Approved,Beijing,Yes,Yes,Online
VISA001373,Australia,Work,Philippines,2022-03-14,2022-05-08,55,Approved,Dhaka,Yes,Yes,Online
VISA001374,UK,Work,Nigeria,2023-12-14,2024-01-18,35,Approved,Manila,Yes,No,Online
VISA001375,Canada,Visiting,India,2022-10-23,2022-12-07,45,Approved,Shanghai,Yes,Yes,Online
VISA001376,Australia,Work,India,2022-01-17,2022-03-24,66,Rejected,Manila,Yes,Yes,Online
VISA001377,Australia,Tourist,India,2023-10-03,2023-11-18,46,Approved,Sao Paulo,Yes,Yes,Offline
VISA001378,Australia,Student,Nigeria,2022-08-05,2022-09-07,33,Approved,Sao Paulo,Yes,No,Online
VISA001379,UK,Work,China,2022-03-02,2022-06-17,107,Rejected,Mumbai,Yes,Yes,Online
VISA001380,USA,Tourist,Bangladesh,2023-09-08,2023-10-11,33,Approved,Chennai,Yes,No,Offline
VISA001381,UK,Work,Nigeria,2022-02-11,2022-05-10,88,Rejected,Bengaluru,Yes,No,Online
VISA001382,Canada,Work,China,2022-01-25,2022-03-16,50,Approved,Sao Paulo,Yes,Yes,Online
VISA001383,Canada,Work,China,2022-02-08,2022-04-02,53,Approved,Mumbai,No,No,Online
VISA001384,Canada,Work,Philippines,2022-05-11,2022-06-24,44,Approved,Dhaka,Yes,No,Offline
VISA001385,Canada,Work,Nigeria,2023-05-13,2023-07-18,66,Rejected,Bengaluru,Yes,Yes,Offline
VISA001386,Australia,Tourist,Nigeria,2022-08-17,2022-09-19,33,Approved,Beijing,Yes,Yes,Offline
VISA001387,Australia,Student,China,2022-04-18,2022-05-15,27,Approved,Abuja,Yes,Yes,Offline
VISA001388,UK,Student,China,2022-06-21,2022-09-08,79,Rejected,Dhaka,Yes,Yes,Online
VISA001389,USA,Student,China,2023-03-11,2023-04-22,42,Approved,Beijing,Yes,Yes,Online
VISA001390,Canada,Student,Philippines,2023-04-23,2023-06-28,66,Rejected,Bengaluru,Yes,Yes,Online
VISA001391,UK,Tourist,Nigeria,2022-04-12,2022-05-20,38,Approved,Dhaka,Yes,Yes,Online
VISA001392,Australia,Visiting,China,2023-06-08,2023-08-12,65,Approved,Mumbai,No,No,Online
VISA001393,Australia,Visiting,India,2022-10-02,2022-12-21,80,Rejected,Beijing,Yes,Yes,Online
VISA001394,USA,Tourist,Nigeria,2023-09-05,2023-10-22,47,Approved,Abuja,Yes,Yes,Online
VISA001395,USA,Tourist,Philippines,2022-02-13,2022-03-10,25,Approved,Mumbai,Yes,Yes,Offline
VISA001396,USA,Work,India,2022-01-17,2022-04-07,80,Rejected,Shanghai,Yes,Yes,Online
VISA001397,UK,Work,Brazil,2022-11-26,2023-02-02,68,Rejected,Abuja,Yes,Yes,Online
VISA001398,Australia,Work,Nigeria,2023-07-23,2023-09-08,47,Approved,Chennai,Yes,Yes,Online
VISA001399,Australia,Student,Brazil,2023-05-12,2023-07-02,51,Approved,Manila,Yes,Yes,Online
VISA001400,USA,Work,China,2022-01-12,2022-02-19,38,Approved,Chennai,No,No,Online
VISA001401,Canada,Visiting,Philippines,2022-11-14,2023-01-29,76,Rejected,Sao Paulo,No,No,Online
VISA001402,USA,Student,China,2023-08-15,2023-09-30,46,Approved,Shanghai,Yes,Yes,Online
VISA001403,UK,Work,Philippines,2022-08-04,2022-09-06,33,Approved,Shanghai,Yes,No,Offline
VISA001404,USA,Student,Bangladesh,2022-12-05,2023-02-01,58,Approved,Manila,No,No,Offline
VISA001405,USA,Visiting,China,2023-10-23,2023-12-04,42,Approved,Beijing,Yes,Yes,Online
VISA001406,UK,Work,Brazil,2022-03-22,2022-04-30,39,Approved,Manila,Yes,No,Online
VISA001407,USA,Visiting,Philippines,2023-12-28,2024-02-14,48,Approved,Sao Paulo,Yes,No,Online
VISA001408,Australia,Visiting,China,2023-04-30,2023-06-25,56,Approved,Chennai,Yes,Yes,Offline
VISA001409,Canada,Visiting,Nigeria,2023-01-09,2023-02-12,34,Approved,Shanghai,Yes,Yes,Online
VISA001410,USA,Work,Philippines,2023-12-11,2024-02-24,75,Rejected,Chennai,Yes,Yes,Online
VISA001411,UK,Tourist,Philippines,2022-07-19,2022-09-22,65,Approved,Abuja,Yes,Yes,Offline
VISA001412,Canada,Work,China,2023-06-21,2023-08-09,49,Approved,Dhaka,Yes,No,Online
VISA001413,UK,Visiting,Bangladesh,2023-04-11,2023-05-22,41,Approved,Sao Paulo,No,Yes,Online
VISA001414,Canada,Work,China,2022-03-30,2022-05-22,53,Approved,Dhaka,Yes,No,Online
VISA001415,Canada,Visiting,Brazil,2022-09-25,2022-12-02,68,Rejected,Sao Paulo,Yes,No,Online
VISA001416,USA,Tourist,Brazil,2023-10-17,2023-12-22,66,Rejected,Bengaluru,Yes,No,Online
VISA001417,Australia,Student,Philippines,2023-07-25,2023-10-03,70,Rejected,Abuja,No,No,Online
VISA001418,USA,Tourist,Philippines,2023-05-04,2023-06-20,47,Approved,Beijing,No,Yes,Offline
VISA001419,UK,Tourist,China,2023-06-22,2023-07-03,11,Approved,Sao Paulo,Yes,Yes,Online
VISA001420,UK,Student,Brazil,2022-02-16,2022-04-30,73,Rejected,Dhaka,Yes,No,Online
VISA001421,Canada,Work,Brazil,2022-10-15,2022-12-06,52,Approved,Sao Paulo,No,Yes,Online
VISA001422,Canada,Student,Bangladesh,2022-01-16,2022-03-21,64,Approved,Beijing,Yes,Yes,Offline
VISA001423,Australia,Work,Nigeria,2023-12-12,2024-03-01,80,Rejected,Sao Paulo,Yes,No,Online
VISA001424,USA,Work,Bangladesh,2023-02-05,2023-05-07,91,Rejected,Mumbai,Yes,No,Online
VISA001425,UK,Visiting,India,2022-03-27,2022-05-11,45,Approved,Sao Paulo,Yes,Yes,Online
VISA001426,Canada,Visiting,Bangladesh,2022-09-07,2022-11-03,57,Approved,Bengaluru,Yes,No,Offline
VISA001427,Australia,Student,China,2023-01-26,2023-04-11,75,Rejected,Bengaluru,Yes,No,Online
VISA001428,UK,Tourist,Nigeria,2022-12-01,2023-01-12,42,Approved,Shanghai,Yes,Yes,Online
VISA001429,Canada,Student,China,2023-09-21,2023-11-06,46,Approved,Bengaluru,No,Yes,Online
VISA001430,UK,Work,India,2023-06-03,2023-07-19,46,Approved,Sao Paulo,No,No,Offline
VISA001431,Australia,Visiting,Nigeria,2022-05-17,2022-07-10,54,Approved,Sao Paulo,No,Yes,Online
VISA001432,Australia,Student,Philippines,2023-11-19,2024-01-09,51,Approved,Mumbai,No,Yes,Online
VISA001433,UK,Student,Brazil,2023-05-13,2023-06-28,46,Approved,Bengaluru,Yes,Yes,Offline
VISA001434,USA,Visiting,Bangladesh,2023-12-28,2024-02-06,40,Approved,Chennai,Yes,No,Offline
VISA001435,UK,Visiting,China,2023-04-22,2023-06-28,67,Rejected,Sao Paulo,Yes,Yes,Online
VISA001436,Canada,Visiting,India,2023-08-17,2023-10-31,75,Rejected,Abuja,No,Yes,Offline
VISA001437,USA,Work,Brazil,2022-08-11,2022-10-27,77,Rejected,Abuja,Yes,Yes,Online
VISA001438,Canada,Visiting,Bangladesh,2023-01-07,2023-02-23,47,Approved,Dhaka,No,No,Online
VISA001439,UK,Tourist,Brazil,2023-02-06,2023-04-14,67,Rejected,Mumbai,Yes,Yes,Offline
VISA001440,USA,Student,Bangladesh,2023-03-19,2023-05-16,58,Approved,Beijing,No,Yes,Online
VISA001441,Canada,Visiting,Philippines,2023-05-05,2023-06-20,46,Approved,Chennai,Yes,No,Online
VISA001442,UK,Visiting,Nigeria,2023-09-07,2023-11-12,66,Rejected,Sao Paulo,Yes,Yes,Online
VISA001443,UK,Work,Brazil,2022-09-30,2022-11-14,45,Approved,Manila,No,No,Online
VISA001444,USA,Work,Brazil,2023-06-10,2023-07-29,49,Approved,Manila,Yes,No,Online
VISA001445,UK,Student,Brazil,2022-06-08,2022-07-12,34,Approved,Beijing,No,No,Online
VISA001446,Australia,Tourist,Nigeria,2022-06-01,2022-07-19,48,Approved,Shanghai,Yes,Yes,Offline
VISA001447,Canada,Student,India,2023-09-12,2023-11-09,58,Approved,Manila,Yes,No,Online
VISA001448,Canada,Visiting,Bangladesh,2022-07-07,2022-09-23,78,Rejected,Beijing,Yes,No,Online
VISA001449,UK,Tourist,Philippines,2022-04-08,2022-05-27,49,Approved,Manila,Yes,No,Offline
VISA001450,UK,Tourist,Brazil,2022-05-11,2022-06-19,39,Approved,Mumbai,Yes,Yes,Online
VISA001451,Australia,Tourist,Nigeria,2022-06-20,2022-09-05,77,Rejected,Dhaka,Yes,No,Online
VISA001452,USA,Tourist,India,2022-07-02,2022-08-18,47,Approved,Shanghai,Yes,Yes,Online
VISA001453,UK,Student,Bangladesh,2022-12-30,2023-01-27,28,Approved,Mumbai,Yes,Yes,Online
VISA001454,UK,Work,Nigeria,2022-02-08,2022-04-05,56,Approved,Beijing,Yes,Yes,Online
VISA001455,UK,Work,Philippines,2023-06-11,2023-07-31,50,Approved,Chennai,Yes,No,Online
VISA001456,UK,Visiting,Philippines,2023-05-12,2023-08-09,89,Rejected,Bengaluru,No,Yes,Online
VISA001457,Canada,Work,Bangladesh,2023-05-31,2023-08-01,62,Approved,Chennai,Yes,Yes,Online
VISA001458,UK,Work,Brazil,2022-12-15,2023-02-05,52,Approved,Abuja,Yes,No,Online
VISA001459,Canada,Work,Philippines,2023-02-01,2023-03-14,41,Approved,Bengaluru,Yes,Yes,Offline
VISA001460,UK,Work,India,2023-12-23,2024-02-20,59,Approved,Beijing,Yes,No,Offline
VISA001461,USA,Visiting,Nigeria,2022-06-10,2022-08-25,76,Rejected,Abuja,Yes,Yes,Online
VISA001462,Australia,Student,India,2022-01-16,2022-03-16,59,Approved,Manila,No,Yes,Online
VISA001463,USA,Tourist,Brazil,2023-05-08,2023-06-19,42,Approved,Manila,No,No,Offline
VISA001464,UK,Work,India,2023-03-02,2023-05-04,63,Approved,Bengaluru,Yes,No,Online
VISA001465,UK,Student,India,2022-04-18,2022-06-11,54,Approved,Sao Paulo,Yes,Yes,Offline
VISA001466,UK,Work,China,2023-03-26,2023-05-26,61,Approved,Chennai,No,No,Online
VISA001467,USA,Work,India,2022-11-07,2022-12-26,49,Approved,Abuja,Yes,Yes,Offline
VISA001468,UK,Tourist,Bangladesh,2022-06-19,2022-08-07,49,Approved,Chennai,Yes,Yes,Online
VISA001469,USA,Tourist,Nigeria,2023-06-30,2023-08-17,48,Approved,Bengaluru,Yes,Yes,Online
VISA001470,Canada,Tourist,China,2023-02-18,2023-04-28,69,Rejected,Mumbai,Yes,Yes,Online
VISA001471,Australia,Work,Nigeria,2022-09-08,2022-10-27,49,Approved,Manila,No,Yes,Online
VISA001472,Australia,Work,Nigeria,2022-05-21,2022-07-08,48,Approved,Abuja,Yes,Yes,Online
VISA001473,USA,Work,Brazil,2022-10-01,2022-11-10,40,Approved,Abuja,Yes,Yes,Online
VISA001474,Canada,Tourist,Brazil,2023-02-20,2023-04-22,61,Approved,Beijing,Yes,Yes,Online
VISA001475,USA,Visiting,China,2023-08-31,2023-10-29,59,Approved,Abuja,No,Yes,Online
VISA001476,Canada,Student,Philippines,2022-02-08,2022-03-28,48,Approved,Bengaluru,No,Yes,Online
VISA001477,UK,Visiting,Brazil,2022-01-29,2022-03-14,44,Approved,Abuja,Yes,No,Online
VISA001478,Canada,Work,Brazil,2023-04-22,2023-07-14,83,Rejected,Abuja,Yes,No,Online
VISA001479,Canada,Work,Brazil,2022-11-14,2022-12-10,26,Approved,Chennai,Yes,Yes,Online
VISA001480,Canada,Visiting,Nigeria,2022-09-02,2022-11-03,62,Approved,Dhaka,No,No,Online
VISA001481,Australia,Work,China,2023-11-28,2024-02-10,74,Rejected,Abuja,No,No,Online
VISA001482,Canada,Student,Nigeria,2022-09-29,2022-10-09,10,Approved,Sao Paulo,Yes,Yes,Online
VISA001483,UK,Work,Bangladesh,2023-03-16,2023-05-21,66,Rejected,Shanghai,No,Yes,Online
VISA001484,UK,Student,Nigeria,2022-08-27,2022-10-17,51,Approved,Beijing,Yes,No,Online
VISA001485,UK,Visiting,Bangladesh,2023-01-12,2023-03-11,58,Approved,Chennai,Yes,Yes,Online
VISA001486,Canada,Visiting,India,2022-09-23,2022-11-12,50,Approved,Beijing,Yes,No,Online
VISA001487,USA,Work,India,2022-12-25,2023-03-06,71,Rejected,Mumbai,Yes,No,Offline
VISA001488,USA,Student,Bangladesh,2022-12-06,2023-02-04,60,Approved,Abuja,Yes,No,Online
VISA001489,UK,Work,Bangladesh,2023-01-24,2023-03-21,56,Approved,Manila,Yes,No,Online
VISA001490,Australia,Tourist,Nigeria,2023-07-31,2023-09-10,41,Approved,Sao Paulo,Yes,Yes,Online
VISA001491,USA,Tourist,Bangladesh,2023-11-20,2024-02-11,83,Rejected,Chennai,Yes,Yes,Online
VISA001492,Canada,Tourist,China,2022-01-03,2022-02-27,55,Approved,Beijing,Yes,No,Online
VISA001493,USA,Tourist,India,2023-03-05,2023-06-02,89,Rejected,Abuja,Yes,Yes,Online
VISA001494,UK,Work,India,2022-05-22,2022-08-13,83,Rejected,Manila,Yes,No,Offline
VISA001495,Australia,Tourist,Philippines,2023-01-11,2023-02-08,28,Approved,Manila,Yes,No,Offline
VISA001496,USA,Student,Bangladesh,2023-11-01,2023-12-16,45,Approved,Mumbai,Yes,No,Offline
VISA001497,USA,Visiting,Brazil,2022-11-20,2022-12-29,39,Approved,Sao Paulo,No,Yes,Online
VISA001498,UK,Visiting,Brazil,2022-05-26,2022-07-19,54,Approved,Dhaka,No,Yes,Online
VISA001499,Australia,Tourist,Bangladesh,2022-10-20,2022-12-16,57,Approved,Sao Paulo,No,Yes,Online
VISA001500,Australia,Tourist,China,2023-10-27,2023-12-24,58,Approved,Mumbai,Yes,Yes,Offline
